typer	name	role1	role2	toc
general	General	Baker	Customer	Discussion about the prices and any discounts or promotions currently being offered.
general	General	Baker	Customer	Discussion about the ingredients and allergens in the baked goods.
general	General	Baker	Customer	Discussion about the options for custom orders and special requests.
general	General	Artisan	Researcher	Discussion about the techniques and materials used in traditional artisanal crafts.
general	General	Artisan	Researcher	Discussion about the history and cultural significance of the artisan's craft.
general	General	Artisan	Researcher	Discussion about the process of creating a specific craft or artwork.
general	General	Artisan	Researcher	Discussion about the challenges and rewards of being an artisan.
general	General	Artisan	Researcher	Discussion about the future of artisanal crafts and how they can be preserved and promoted.
general	General	Winter Wear Shopkeeper	Customer	Discussion about the types and sizes of winter wear we have in stock.
general	General	Winter Wear Shopkeeper	Customer	Discussion about the prices and any discounts or promotions currently being offered.
general	General	Winter Wear Shopkeeper	Customer	Discussion about the materials and features of the winter wear, such as insulation, waterproofing, and wind resistance.
general	General	Winter Wear Shopkeeper	Customer	Discussion about the return and exchange policy for the winter wear.
general	General	Winter Wear Shopkeeper	Customer	Discussion about any special requests or preferences the customer may have, such as a specific color or style, and how we can accommodate them.
general	General	Wholesaler	Agent	Discussion about the new product line we will be launching next month.
general	General	Wholesaler	Agent	Discussion about the terms of our contract and how we can improve our partnership.
general	General	Wholesaler	Agent	Discussion about the impact of the recent market trends on our sales and how we can adapt our strategy.
general	General	Wholesaler	Agent	Discussion about the feedback we've received from customers and how we can improve the quality of our products.
general	General	Wholesaler	Agent	Discussion about the potential for expanding our distribution to new territories and the resources needed to do so.
general	General	Medical Wholesaler	Retailer	Discussion about the new products and brands we will be carrying in our inventory.
general	General	Medical Wholesaler	Retailer	Discussion about the terms of our contract and any updates or changes to the agreement.
general	General	Medical Wholesaler	Retailer	Discussion about the pricing and discounts for the medical products we offer.
general	General	Medical Wholesaler	Retailer	Discussion about the delivery and transportation arrangements for the medical products.
general	General	Medical Wholesaler	Retailer	Discussion about any potential challenges or issues that may affect the supply or demand of medical products, and how we can work together to mitigate them.
general	General	Village committee head	Member	Discussion about the progress of the community development projects we have underway.
general	General	Village committee head	Member	Discussion about the budget and financial resources available for community projects.
general	General	Village committee head	Member	Discussion about the plans for upcoming community events and how we can involve more members of the village.
general	General	Village committee head	Member	Discussion about any issues or concerns raised by village members and how we can address them.
general	General	Village committee head	Member	Discussion about the long-term goals and vision for the village and how we can work together to achieve them.
general	General	Vegetable Seller	Customer	Discussion about the types and quantities of vegetables available for purchase today.
general	General	Vegetable Seller	Customer	Discussion about the prices and any discounts or promotions currently being offered.
general	General	Vegetable Seller	Customer	Discussion about the delivery options and schedule for the vegetables.
general	General	Vegetable Seller	Customer	Discussion about the storage and handling instructions for the vegetables to ensure freshness and quality.
general	General	Vegetable Seller	Customer	Discussion about any special requests or dietary concerns the customer may have and how we can accommodate them.
general	General	Vegetable dealer	Farmer	Discussion about the prices and quantities of the vegetables we are interested in purchasing from your farm.
general	General	Vegetable dealer	Farmer	Discussion about the delivery schedule and transportation arrangements for the vegetables.
general	General	Vegetable dealer	Farmer	Discussion about the storage and handling requirements for the vegetables to ensure freshness and quality.
general	General	Vegetable dealer	Farmer	Discussion about the potential for a long-term partnership and how we can mutually benefit from it.
general	General	Vegetable dealer	Farmer	Discussion about any potential challenges or risks that may affect the supply of vegetables from your farm, and how we can work together to mitigate them.
general	General	University Incharge	Lecturer	Discussion about the new policies for grading and student evaluation.
general	General	University Incharge	Lecturer	Discussion about the request for additional funding for research projects.
general	General	University Incharge	Lecturer	Discussion about the new academic calendar for next semester.
general	General	University Incharge	Lecturer	Discussion about the difficulties with classroom scheduling.
general	General	University Incharge	Lecturer	Discussion about the potential implementation of a new online learning platform.
state	Bihar	A local person from rajgir district	A person from out of bihar	They are discussing about local monument and places.
state	Bihar	A person from Bihar	Visitor	They are discussing about local foods of Bihar.
state	Bihar	A person from Gaya.(guide)	A tourist	They are talking about history of Mahabodhi temple.
state	Bihar	A person who travels in a local train from darbhanga distric..	A person in the same train from chapra district	They discussing the current poltical scenerio of Bihar.
state	Bihar	A folk artist	A person from other state	they discussing about local folk arts.
state	Bihar	A Coolie on Patna railway station	A visitor	They discussing about the way of Buddha smriti park
state	Bihar	A local shopkeeper nearby the Indo-Nepal border	A car driver	They discussing about the current situation of the Indo-Nepal border
state	Bihar	Guide	A tourist	Visit to the Valmiki tiger reserve
state	Bihar	A farmer	A student	Discussion regarding the cultivation of mushroom.
state	Bihar	A census surveyor	Head of the family	Details of his family.
state	Bihar	A Scientist	A student	Explaining about an experiment
state	Bihar	A student	A youth	Discussion on unemployment
state	Bihar	Senior citizen	Senior citizen	Discussion on rising inflation
state	Bihar	A hindu lady	Visitor	Discussion on Chhath festival.
state	Bihar	A local singer	Local singer	Discussion on the folk music of bihar.
state	Bihar	A student from Darbhanga District	A student from Vaishali District	Discussion on the languages of bihar.
state	Bihar	A artist	Artist	Theatre system of bihar.
state	Bihar	A Youth	Youth	Discussion on the next assembly election
state	Bihar	Senior Citizen	Youth	Dimensions of social medial.
state	Bihar	Youth	Youth	Discussion on their favourite food.
state	Bihar	A Youth from Madhubani	A visitor from the Nepal	Discussion on the Mithila kingdom
state	Bihar	A person from the Mithila state association	A youth	Discussion on the importance of the Mithila raj.
state	Bihar	A historian	Student	Nalanda University
state	Bihar	A meteorological scientist	Common man	Present environmental condition of Bihar.
state	Bihar	A person fron an NGO	Villager	Explaining about the schemes of government.
state	Bihar	A news anchor	A flood victim	Talking about flood disaster in the state.
state	Bihar	A pilgrimage	A sweeper in ganga ghat	About namami gange project .
state	Bihar	A farmer	A shopkeeper who is going to buy his rice	About the quality and price of rice .
state	Bihar	A hotel manager	A tourist	Talking about stay and quality of the room.
state	Bihar	A green entrepreuner	A farmer	Talking about green enterprise.
state	Bihar	A historian	A common man	Historical aspect of bihar
state	Bihar	A bauddha monk	Visitor	Discussing about rising of bauddh religion in bihar
state	Bihar	A person from Jain religion	Visitor	Relation of mahavir from bihar
state	Bihar	College proffesor	Student	Ancient capital- patliputra
state	Bihar	Senior citizen	Youth	Fridom fighters of bihar
state	Bihar	A bihari film maker	An audience	Bihari's cinema
state	Bihar	Artist	Audience	Cultural personalities of bihar
state	Bihar	A doctor	Patient	Current health system of bihar
state	Bihar	Educationalist	Youth	Current educational espects of bihar
state	Bihar	Economist	Youth	Current economical condition
state	Bihar	Sports Coach	Sports Trainee	Sports apportunities in bihar
district	Dharbanga	A mithila painting artist	A buyer of that painting	They talking about cultural value of Mithila painting.
district	Dharbanga	A Professor from lnmu	A student of lnmu	They talking about Rambagh fort,Darbhanga
district	Dharbanga	A person from darbhanga district	A person from another region.	They are talking about local climatic change and drastic flood situation.
district	Dharbanga	A senior citizen of darbhanga district	A young man of the same district	They talking about changing trend and situation of community feast.
district	Dharbanga	A farmer from Darbhanga district	A common man from same district.	They are talking about cultivation of makhana.
district	Dharbanga	A fisherman	A youth	Types of fish in darbhanga district
district	Dharbanga	A nursery owner	A buyer of mango tree	Types of mango in this reason
district	Dharbanga	A historian	A student of lnmu	Historical fact on harahi pond.
district	Dharbanga	A organizer	An audience	The cultural fest -vidyapati smriti parv samahroh
district	Dharbanga	A youth	A youth	Newly made planetarium
district	Dharbanga	A bike rider	A car driver	Traffic zam
district	Dharbanga	A Professor	A student	Mithila university .
district	Dharbanga	A watchman	A visitor	Nargona palace.
district	Dharbanga	A linguist	A student of maithili language	Mithilakshar script
district	Dharbanga	A priest	A visitor	Shyama mai mandir
district	Dharbanga	A maithili poet	A reader of the Vidyapati's poetry	Poetries of mahakavi Vidyapati.
district	Dharbanga	A professor	A student	Sanskrit university
district	Dharbanga	A folk dancer	Her fan	Folk dance jhijhiya and jat jatin
district	Dharbanga	A maithili folk singer	A hindi singer	Folk song of Maithili
district	Dharbanga	A senior citizen of darbhanga district	A visitor	Local food
district	Dharbanga	A women from village	A women from metro city	Cultural festival like sama chakeva and madhusravani .
district	Dharbanga	A sinior citizen	A youth	Development of darbhanga in last five years
district	Dharbanga	A local guide	A visitor	Ahilyasthan
district	Dharbanga	A Villager	A villager	Maithili language
district	Dharbanga	A sinior citizen	A youth	Cultural attire of mithila
district	Dharbanga	A fiirst time voter	An experienced voter	Recently completed municipal election
district	Dharbanga	A cricket coach	A tranee	Nagendra jha stadium
district	Dharbanga	A shopkeeper from darbhanga airport	A passenger	Darbhanga airport
district	Dharbanga	A historian	A local public	Historical fact about darbhanga
district	Dharbanga	A darbhanga maharaja's relative	A tourist	Kingdom of darbhanga mahraja .
district	Dharbanga	A film maker	A common man	Maithili cinema
district	Dharbanga	A women	A women from another culture	Mithila culture
district	Dharbanga	A health worker	A tourist	Health system in darbhanga
district	Dharbanga	A sports men	A person	Sports opportunities in darbhanga
district	Dharbanga	Educationalist	Youth	Educational aspects of darbhanga
district	Dharbanga	Senior citizen	Youth	Freedom fighters of darbhanga
district	Dharbanga	Journalist	Student of journalism	Journalism of darbhanga
district	Dharbanga	Local Guide	Visitor	Tourist places in darbhanga
district	Dharbanga	Environmentalist	Visitor	Bird watching in kusheswar asthan
district	Dharbanga	Priest	Youth	upnayan sanskar
district	Birbhum	Father	Admission officer	Preparing to take my son's admission in G.N.M. Training Centre, Purulia
district	Birbhum	Teacher	Student	Understanding  technology at Birbhum Institute of Engineering & Technology
district	Birbhum	Doctor	Patient	Visit the Rampurhat Medical College And Hospital
district	Birbhum	Shopkeeper	Customer	New dresses shall arrive in Cosmo Bazaar 
district	Birbhum	Friend	Friend	A drive to Suri on Sunday morning for tea
district	Birbhum	Trade person	Employee	Going to Bolpur to buy goods from Sonajhuri haat for business
district	Birbhum	Mother	Daughter	Buying new clothes for  Basanta Utsav
district	Birbhum	Friend	Friend	Discussing the new joy rides at Hindupur
district	Birbhum	Wife	Husband	Discussing about vegetables from Tinazar 
district	Birbhum	Worker	Worker	Making a list of spices to be bought from Jogai 
district	Birbhum	Elderly person	Friend	Discussing politics at Sahid Bhagat Singh Park 
district	Birbhum	Bengali Father	son	Discussions on annual revenue in a ration shop in Dekhuria
district	Birbhum	Textile trader	Employee	Explaining  business in Dunigram Rd, Joykrishnapur,
district	Birbhum	Sanitary trader	Plumber	Discussing on fixing pipeline problems in apartments in Sri Bhumi Pally
district	Birbhum	Goods carrier	Business owner	Discussing cargo load to be delivered at the Bolpur Industrial Estate
district	Birbhum	Neighbour	Neighbour	Discussion on religious ceremony at the Bharat Sebashram Sangha,Tarapith
district	Birbhum	Teacher	Student	A field trip to the  Visva Bharati University at Santiniketan
district	Birbhum	Classmate	Classmate	Discussing about Pathfinder - Rampurhat  for medical coaching
district	Birbhum	Journalist	mahali tribe people	Discussing the history of art and craft goods being made from bamboo
district	Birbhum	Morobba factory owner	Cook	Explaining the demand of Morobba in birbhum 
district	Birbhum	Friend	Friend	A bike trip to Bhubandanga to enjoy Khai Khai Roll
district	Birbhum	Uncle	Niece	Shopping from the Avik Shopping Mall  on Sibpur
district	Birbhum	Aunt	Nephew	Shopping for the occasion of  Jaydev Kenduli Baul Mela
district	Birbhum	Journalist	Press owner	Discusssing the quality of the schools of Birbhum district.
district	Birbhum	Student	Teacher	Discussion on courses of Bengal Law College, Santiniketan
district	Birbhum	Teacher	Student	Discussing with students at the Seacom Skills University, Birbhum
district	Birbhum	Classmate	Classmate	Discussing the degree course of National Institute Of Oxberry,Suri
district	Birbhum	Mother-in-law	Daughter-in-law	A pilgrimage to the Bhagabanbati Durga Mandir 
district	Birbhum	Daughter-in-law	Mother-in-law	Discussing the fast to be kept for  Manasa  Puja  
district	Birbhum	Sisterin in law	Friend	On exploring the best  Keemar Doi Bora at Nalhatir 
district	Birbhum	Teacher	Student	Attending the Christmas carol recitation at the Al Saints Church,Suri
district	Birbhum	Father	Son	Paying respect to ancestors at Tekedda (cemetry) 
district	Birbhum	Friend	Friend	Discussing a bike trip to Lalbadth lake
district	Birbhum	Friend	Friend	On enjoying Langcha from Misti Mohol,chowhatta
district	Birbhum	Family member	Youngest son	Purchasing Bhetki Macher Paturi for dinner
district	Birbhum	Lawyer	Lawyer	On the difficulties of practicing Litigation at Calcutta High Court
district	Birbhum	Sanitation worker	Sanitation worker	On insufficient wage to  intensify the cleanliness drive in Rampurhat
district	Birbhum	Teacher	Student	Discussing the history of Chhatimtala
district	Birbhum	Batchmate	Batchmate	Preparation for the debate competition at Seacom Skills University
district	Birbhum	Man	Receptionist	Procedure to get a child admitted to the life line hospital
state	West Bengal	Customer	Vendor	Purchasing Pradeep from puja shop
state	West Bengal	Customer	Vendor	Purchasing rui and Tilapia fish
state	West Bengal	Customer	Vendor	Purchasing Puchka and Urad Dal Vada from the roadside stall
state	West Bengal	Tourist	Taxi driver	A trip to Bakkhali
state	West Bengal	Chaatwala	Customer	Eating chaat at Calcutta Chiit Chaat
state	West Bengal	Mom	Son	Buying Mecha sandesh for guests at home
state	West Bengal	Friend	Friend	Plucking kaccha aam in summer at village
state	West Bengal	Farmer	Farmer	Harvest rituals around the festival of Poush Mela
state	West Bengal	Friend	Friend	Good bars in Park Street area
state	West Bengal	Teacher	Student	History of the Dakshineshwar Temple
state	West Bengal	Daughter	Father	Buying new clothes for Durga Puja
state	West Bengal	Vendor	Customer	Explaining the intricacies of chur and pati har
state	West Bengal	Artisan	Vendor	Negotiating labour prices for the jewellery industry in bengal
state	West Bengal	Rice seller	Customer	Rising prices of Kalonunia and Badshabhog rice
state	West Bengal	Friend	Friend	Discussing the best Dhabas in the Howrah
state	West Bengal	Friend	Friend	Discussing having the famous rasmalai at Jadubabur Bazar
state	West Bengal	Father	Son	Discussing the month's ration and dividing expenses
state	West Bengal	Teacher	Student	Doing a project on the various festivals of West Bengal like dolyatra,jagaddhatripuja,poila falgun
state	West Bengal	Sister	Sister	Merriment and leisure during Dolyatra
state	West Bengal	Friend	Friend	Using Sal leaf plate for serving during the feast.
state	West Bengal	Bank Colleague	Bank Colleague	Catching trains from other districts to Calcutta on weekends
state	West Bengal	Colleague	Colleague	Planning a picnic to Haldia  for new year's
state	West Bengal	Auto driver	Tourist	Visit Bolpur and explore Shanti Niketon by exploring the photogllery
state	West Bengal	Customer	Customer	 The best Luchi-Alur Dom makers have a better alu-dum than Ghuguni
state	West Bengal	Tourist	Guide	Trip to Sundarbans National Park
state	West Bengal	Landlord	Woman	Please pay the monthly rent before Durga Puja
state	West Bengal	Wife	Husband	 Planning to shop at Burrabazar Market at Daolyatra
state	West Bengal	Restaurent owner	Customer	Why should you have luchi and poha together in Raichak 
state	West Bengal	Stallwala	Customer	Best stalls of Kathi roll and Jhalmuri in Durgapur
state	West Bengal	Customer	misti doi owner	How is the dessert Mishti Doi prepared in West Bengal
state	West Bengal	Elderly friend	Elderly friend	Ilish Maccher Jhol  preparation and taste in Nadia
state	West Bengal	labourer 	labourer 	Choosing between Jalpaiguri,Purulia, Kolkata as the city to find work in and migrate to
state	West Bengal	Friend	Friend	Finding achar, garlic chutney with Luchi-Alur Dom stalls in Burdwan
state	West Bengal	Farmer	Farmer	The diverse variety of green vegetables grown in Bhatpara, North 24 Parganas
state	West Bengal	Tourist	auto driver	Best places to buy Kantha from
state	West Bengal	Tourist	Guide/Friends	Best places to buy Garad Saree from
state	West Bengal	Son	Father	Discussing the better MBA course between IISWBM and IIM Calcutta 
state	West Bengal	Grand father	grand son	Outing to the Kolkata Victoria Memorial
state	West Bengal	Grand mother	grand daughter	Outing to the Shree Kiriteswari Shakti Peeth Temple Kiriteswar, West Bengal
state	West Bengal	Friend	Friend	Playing football at  Salt Lake Stadium,Bidhannagar
state	Odisha	Customer	Vendor	Purchasing sanja salita from puja shop
state	Odisha	Customer	Vendor	Purchasing pohala and magura fish
state	Odisha	Customer	Vendor	Purchasing bara and piaji from the roadside stall
state	Odisha	Friend	Friend	A trip to Naraj
state	Odisha	Friend	Friend	Eating chaat at Rupali chaka
state	Odisha	Mom	Son	Buying Chenna Poda for guests at home
state	Odisha	Friend	Friend	Plucking raw mangoes in summer at village
state	Odisha	Farmer	Farmer	Harvest rituals around the festival of Raja
state	Odisha	Friend	Friend	Good bars in Patia area
state	Odisha	Teacher	Student	History of the Konark temple
state	Odisha	Daughter	Father	Buying new clothes for Raja festival
state	Odisha	Vendor	Customer	explaining the intricacies of silver filigree jewellery
state	Odisha	Artisan	Vendor	negotiating labour prices for the silver filigree craftsmanship
state	Odisha	Rice seller	Customer	rising prices of Arua and single Usuna rice
state	Odisha	Friend	friend	Discussing the best Dhabas in the city/town
state	Odisha	Friend	Friend	Discussing having the famous Ravi Bara at Unit 6.
state	Odisha	Father	Son	Discussing the month's ration and dividing expenses
state	Odisha	Teacher	Student	Doing a project on the various Osaa/Brata (fasting festivals) of Odisha
state	Odisha	Sister	Sister	Merriment and leisure during Raja
state	Odisha	Friend	Friend	Using banana or khali leaf plate for serving during the feast.
state	Odisha	Bank Colleague	Bank Colleague	Catching trains from other districts to Bhubaneswar on weekends
state	Odisha	Colleague	Colleague	Planning a picnic to Keonjhar for new year's
state	Odisha	Auto driver	Tourist	Visit Old Town and explore Kalingan heritage by exploring old temples and maths
state	Odisha	Customer	Customer	The best Dahibara Aludum makers have a better alu-dum than Ghuguni
state	Odisha	Tourist	Guide	Trip to Nandankanan Zoological Park
state	Odisha	Woman	Woman	Paying off the landlord and accumulating debts from households they are working in
state	Odisha	Woman	Woman	Planning to shop at Gandhi Shilpa Bazar at Bali Jatra
state	Odisha	Friend	Friend	Why should you have puri and upma together in Berhampur
state	Odisha	Friend	Friend	Best stalls of Chaula bara and tentula chutney in Bolangir
state	Odisha	Friend	Friend	How is the dessert Sarasatia prepared in Sambalpur
state	Odisha	Elderly friend	Elderly friend	Padma Naada (lotus stem) curry preparation and taste in Koraput
state	Odisha	Man	Man	Choosing between Bangalore, Surat, and Kolkata as the city to find work in and migrate to
state	Odisha	Friend	Friend	Finding bara, garlic chutney with aludum stalls in Dhenkanal
state	Odisha	Farmer	Farmer	The diverse variety of green vegetables grown in Pipili, Puri
state	Odisha	Tourist	Guide/Friends	Best places to buy Pipili Chandua from
state	Odisha	Tourist	Guide/Friends	Best places to buy Sambalpuri Patta saree from
state	Odisha	Son	Father	Discussing the better MBA course between XIMB and KIIT
state	Odisha	Family	Family	Outing to the Mayurbhanj royal palace
state	Odisha	Family	Family	Outing to the Khira Choraa Gopinath Temple in Balasore
state	Odisha	Friend	Friend	Playing football at Satyabrata Ground, Indoor Stadium, Cuttack
district	Sambalpur	Father	Son	Preparing to take admission in VSS Medical College
district	Sambalpur	Teacher	Student	Learning cutting-edge finance and Human Resource related problems at IIM, Sambalpur
district	Sambalpur	Family member	Family member	A trip to Maa Samaleswari temple
district	Sambalpur	Uncle	Nephew	A quick round of marketing from Fatka Bazar
district	Sambalpur	Brahmin father	Daughter	Preparation for Shitalasasthi
district	Sambalpur	Tribal community member	An audience member	Explaining the history of Sambalpur Lok Mahotsav
district	Sambalpur	Guide	Tourist	A tour of Hirakud Dam
district	Sambalpur	Mother	Son	Preparation for exams to get admission in Gangadhar Meher University
district	Sambalpur	Factory owner	Manager	To increase the output of Bidi manufacturing
district	Sambalpur	Worker	Factory owner	Increase wages for labourers manually making Bidis
district	Sambalpur	Worker	Factory owner	Increase wages for women engaged in collection of kendu leaves used for making bidis
district	Sambalpur	Merchant	Son	How to expand their store in Gole Bazaar
district	Sambalpur	A Rickshaw puller	Trader	Increase transport fares of goods from Gole Bazar to Khetrarajpur
district	Sambalpur	Mother	Son	On making a trip outside Sambalpur for the summers due to unbearable heat
district	Sambalpur	Industrialist	Employee	Regarding the annual revenue of all units of Mahanadi Coal Fields in the district
district	Sambalpur	Employee	Industrialist	Regarding people protesting over land grab and mining in different areas
district	Sambalpur	Farmer	Wife	Offering the first paddy harvest to God on Nuakhai
district	Sambalpur	Sister	Brother	Shopping for Nuakhai
district	Sambalpur	Sister	Brother	Seeking gifts on the occassion of Bhai-juntia
district	Sambalpur	Engineer	Government	Regarding the clean coal combustion technology used at Hindalco
district	Sambalpur	Tribal community member	Tribal community member	Using Muhuri, Murdung, and Ghumra as the major instruments for a performance
district	Sambalpur	Tribal community member	Tribal community member	Preparing for a performance of Dalkhai and Koisabadi dance
district	Sambalpur	Friend	Friend	Best places in the city to try Chaula bara and tental jhola
district	Sambalpur	Teacher	Student	Discussing the military achievements of Veer Surendra Sai
district	Sambalpur	Mother	Son	Discussing the literary contribution of Gangadhar Meher and Bhima Bhoi
district	Sambalpur	Aunt	Sister	The best place for shopping for Sambalpuri Paata Saree is Meher Ganesh Bastralaya in Gole Bazaar
district	Sambalpur	Patient	Receptionist	Asking for the procedure to admit a child in the pediatric department at the VSS Hospital
district	Sambalpur	Doctor	Patient	Buy medicines for free from the government-sponsored shops outside the Hospital in Burla
district	Sambalpur	Father	Son	Happiness for getting admission to VSSUT government Engineering
district	Sambalpur	Linguist	Student	The number of vowels and phonemes in the Sambalpuri language
district	Sambalpur	History teacher	Student	Discussing the imposition of Hindi language in Sambalpur
district	Sambalpur	Professor	PhD aspirant	Discussing the power struggle between Bhonsles and Marathas for the control of Sambalpur
district	Sambalpur	Student	Student	Discussing the power struggle between Marathas and the British, before the British took over
district	Sambalpur	Municipal Commissioner	Employee	The establishment of the Municipal Corporation in 1857 and its increasing detorioration
district	Sambalpur	Municipality official	Worker	Regarding cleanliness and beautification drive in the city
district	Sambalpur	Teacher	Student	The conflict over Sambalpur's transfer to Cuttack division.
district	Sambalpur	Colleague	Colleague	Discussing the other districts of Odisha that border Sambalpur district
district	Sambalpur	Govt. official	Govt. official	Discussing the percentage coverage of rural electrification in Sambalpur district
district	Sambalpur	Designer	Intern	Discussing the intricacies of Baandha fabric
district	Sambalpur	Grandfather	Grand-daughter	Reading the poetry of Haladhar Nag in Sambalpuri language
state	Kerala	Tourist	Guide	Visit to hill stations like Munnar, Idukki, Thekkady, the cost, places to explore, no of days required
state	Kerala	Cook	Tourist	Famous breakfast items of Kerala
state	Kerala	Tourist	Guide	Famous festivals celebrated in Kerala ?
state	Kerala	Tourist	Guide	Art forms that represent the tradition of Kerala
state	Kerala	Cook	Tourist	Famous dishes in seafood
state	Kerala	Patient	Guide	Specialty hospitals in Kerala
state	Kerala	Student	Career Counsellor	ISRO facility in Kerala
state	Kerala	Student	Career Counsellor	IT as a career in Kerala
state	Kerala	Local	Tourist	Good restaurants for seafood
state	Kerala	Resident-1	Resident-2	Toddy shops in Kerala
state	Kerala	Local -1	Local-2	Raise of viewership for OTT platforms and the slide of DTH channels
state	Kerala	Taxi driver	Tourist	Aggregator business - is it a boon or bane ?
state	Kerala	Manager	Security	Security drill in an IT Park
state	Kerala	Guide	Tourist	History & Culture of Kerala
state	Kerala	Tourist	Cab driver	Unique accommodations or homestays available in Kerala?
state	Kerala	Student	Dance Teacher	Major arts and dance forms of Kerala
state	Kerala	Local-1	Local-2	Football in Kerala and FIFA-2022 World Cup
state	Kerala	Customer	Banking (Loan)	Startup initiatives and opportunities in Kerala?
state	Kerala	Wholeseller	Agent	Tea industry in Kerala
state	Kerala	Faculty	Social worker	Social sector organization and their contribution in Kerala
state	Kerala	Textile salesman	Customer	Buying dresses for Onam from a textile store
state	Kerala	Football coach	Student	Enrolling for football coaching
state	Kerala	Insurance Agent	Customer	Enrolling for a new insurance product with an insurance agent
state	Kerala	Customer	Gold loan (Manager)	Enquiring to avail a gold loan from a bank
state	Kerala	Ayurvedic Wellness Centre	Tourist	Ayurvedic treatment
state	Kerala	Resident-1	Resident-2	Famous Retreat Centre in Kerala
state	Kerala	Tourist	Guide	Places known for Tea
state	Kerala	Tourist	Guide	Rubber producing districts in Kerala
state	Kerala	Resident	SHG Member	SHG movement in Kerala
state	Kerala	Tourist	Resident	Wildlife sanctuaries in Kerala
state	Kerala	traditional house owner	friend	Traditional 'Kerala' style houses
state	Kerala	Tourist	Guide	Seafood specialty in Kerala
state	Kerala	Tourist	Restaurant Owner	Traditional food in Kerala
state	Kerala	Coconut farmer	Customer	Coconut - synonymous with Kerala
state	Kerala	Coconut oil mill	Customer	Usage of coconut oil
state	Kerala	2 wheeler rental company	Tourist	Bike rentals in Kerala
state	Kerala	Church Priest	Local	Christian weddings and their rituals in Kerala
state	Kerala	Local priest	Resident 2	Hindu weddings in Kerala
state	Kerala	Doctor	Resident	Handling of COVID-19 by the State Govt
state	Kerala	Tourist	Massage centre owner	Ayurvedic massages/treatments in Kerala
state	Kerala	Tourist	Resident	Literacy ratio - highest in the country
state	Kerala	Local-1	Local-2	Ayurvedic Eye Hospital in Kerala
state	Kerala	Tourist	Guide	India ranks 4th in global rubber production and 90% of it comes from Kerala
state	Kerala	Resident	Tourist	Why is Kerala called "God's Own Country" ?
state	Kerala	Tourist	Resident	Kerala and coconut trees
state	Kerala	Guide	Tourist	Richest Temple of the World
state	Kerala	Professor	student	Kerala - matriarchial society
state	Kerala	Resident-1	Resident-2	Gold and textile shopping in Kerala
state	Kerala	Resident	Tourist	Lottery business in Kerala
district	Palakkad	Tourist	Travel Agent	Travel options in Palakkad to plan a trip to Munnar and Idukki
district	Palakkad	Wholesaler	Customer	vegetable farming in Palakkad (snake gourd, little gourd, cucumber)
district	Palakkad	Tourist	Guide	Traditional festivals (Nemmara Vallanghy Vela)
district	Palakkad	Teacher	Student	Palakkad is the oldest railway division under Southern Railway
district	Palakkad	Counsellor	Student	Medical Education opportunities in Palakkad
district	Palakkad	Medical Tourist	Local	Ahalia campus-is there good care and facilities for heart ailments in Palakkad ?
district	Palakkad	Tourist	Guide	Visit to the Parambikulam Tiger Reserve in Palakkad
district	Palakkad	Rice dealer	Customer	Types of rice native to Palakkad / Kerala
district	Palakkad	Resident-1	Resident-2	Visit to the Pooram festival in Kongad Bhagavathy temple
district	Palakkad	Classical Singer-1	Classical Singer-2	Palakkad is a powerhouse of Carnatic music
district	Palakkad	Alumni from Victoria College	3rd year degree student	Govt Victoria College-oldest higher educational institution in the state opened in 1888. Current standards and improcvement over the years
district	Palakkad	Mason	House owner	Construction of an independent house in traditional 'tharavad' style
district	Palakkad	Medical representative	Doctor (Oncologist)	Meeting the Oncologist at Karuna Medical College-Palakkad to brief about a new drug for cancer
district	Palakkad	Customer	Car Sales Executive	To buy Hyundai CRETA from Grand Hyundai-Palakkad
district	Palakkad	Cab driver	Tourist	Engaging a cab in Palakkad to visit Kodumbu Subramaniya Swamy Temple
district	Palakkad	Tourist	Handicraft sales person	Arts & crafts shops in Palakkad to buy wooden boat
district	Palakkad	Tourist	Travel Agent	Visit to Dhoni and athirapaly waterfalls by taxi - the cost and time it would take
district	Palakkad	Person 1	person 2	Visit to Vadakanthara Sree Thirupuraikkal Bhagavathi Temple by tempo traveller
district	Palakkad	local guide	tourist	Visit to the historic Palakkad Fort
district	Palakkad	Tourist	Resident	To visit the biggest church in Palakkad - St. Raphael Cathedral
district	Palakkad	Flower seller	Resident	buying various types of flowers for onam
district	Palakkad	Local-1	Local-2	to eat fish moilee and kerala beef fry at Malabar restaurant
district	Palakkad	Local-1	Local-2	chenda melam at the Pooram festival at Bhagawathi Amman Temple
district	Palakkad	Local mahila-1	Kudambashree Member	how to join in the revolutionary Kudambashree SHG group in Palakkad
district	Palakkad	Resident-1	Resident-2	to discuss on the success/failure of Malayalam movies released in 2022 (Hridayam Vs Gold)
district	Palakkad	Local-1	Local-2	KJ Yesudhas-icon of Palakkad
district	Palakkad	Cab driver	Tourist	Visit to the Siruvani dam by taxi
district	Palakkad	Guide	Tourist	Visit to the Gedee Car Museum, District Heritage Museum and Gass Forest Museum in Palakkad. Cost of van for 10 people and the time taken to visit all the places
district	Palakkad	Guide	Tourist	To visit Ayur Palana-ayurvedic treatment centre in Palakkad
district	Palakkad	Guide	Tourist	Visit to the Choolanur Peacock Sanctuary
district	Palakkad	School Principal	Parent	admission for children for classes lkg and 2nd std in Carmel School
district	Palakkad	College Principal	Student	principal interviewing the student for b tech admission in Rajadhani Institute of Science and Technology
